,FSC-A,SSC-A,HLA-DR,CD3,CD45,CD14,CD56,CD19,CD11c,Population
0,-0.8698679127508497,-0.08467942488810888,-0.6402571564856391,-1.311480056222855,-2.174790803756015,-0.057509910671590635,3.0715590289670094,-1.1511173556203524,-0.1246120459594657,B_cells
1,-0.7634664538855341,-0.4321969192388395,1.4234995767829053,-1.164905566619816,-0.4613864532482613,-0.6841047958820723,-0.5383751653458738,2.1089188767982154,0.0039890270200371525,Monocytes
2,0.5524808910794913,-0.1217091461546214,-1.0934249208594746,0.34465081376594187,0.8752529806535081,-0.4218890343798095,0.31587320450271333,-0.6743866634769153,-0.7109178989038881,B_cells
3,-1.4922134556712088,-0.3856070563965078,-0.7136097854487284,0.02511349772234634,0.17987433995309673,0.2791355014446018,-0.12705336003935613,-0.23037657763037034,1.8999030992689476,B_cells
4,-0.6757255184639634,-0.7623365085177553,1.5781470484812188,-1.134822502848888,-1.1867623260616222,-0.6420371069124375,-0.27967222072395387,1.9023671237240856,-0.06640752684356256,Monocytes
5,-0.9097687117261442,-0.12124593410468637,1.453758175021713,-0.6823247667565023,-0.44751744808330485,0.17743484393561063,-1.0926741999076994,1.6103715002480985,-0.3847953521274011,Monocytes
6,-0.5495096865434845,-0.5885015588052311,1.9299915214746384,-0.8898428110476367,-0.36957673160607984,-0.7232131414073293,-0.23921705454280737,1.9917081083445818,0.04040757599464346,Monocytes
7,-0.027364524486956174,-0.338075092035194,1.3303061496661521,-1.206905514448284,-1.1128102148385424,-0.49598570317662655,0.07531804222372226,1.8586747404668642,-1.8712188300049264,Monocytes
8,-0.43542712451393367,-0.5849059470153616,1.0910013273851797,-2.2483605737347196,-1.0263245822093823,-0.5667618048258247,-0.3409101160022712,1.7093787124246698,-1.5725127874409373,Monocytes
9,-0.45349805614026695,-0.4797815700086441,1.1584601374693153,-1.4158147685649305,0.16708975498215978,-0.9354007501147708,-0.6719225248879975,1.9465808675204805,0.5289242069654985,Monocytes
10,-0.9290657525079244,0.13837221205756145,-0.9790114586277977,0.5500340522500281,0.7477528215452146,-0.6349870926202525,1.5900623043514328,-0.5053455089477623,-0.6642724689680448,B_cells
11,-0.9266112311039938,0.351712244711621,2.000290874163043,-1.4926243094410885,0.2972339723492889,-0.08215439494940045,-0.2822351247077634,1.6341383755732195,0.45812624480891556,Monocytes
12,0.05382699011131914,-0.5572048041341789,-0.8986785673435901,0.8080291063995843,0.9651472048428382,-0.6762066053497732,0.22906299196853247,-0.3288594307115861,0.13669873734323676,B_cells
13,-0.9558608005575173,-0.5824843426107907,-0.7368812651532289,1.033782172596723,0.4922146272333369,0.2141456674999911,-0.4196054971280616,-0.3093053415363196,-0.9350338114546458,B_cells
14,-0.2769907331225065,0.06109641420684413,0.5647672304876208,-1.3308529411877277,-0.998895779563334,0.6480235804873723,-0.4964968279401725,-0.4701931656914773,2.8775480734044026,Other
15,0.44661720443826,-0.16138141206553877,-0.10626575419944002,0.5592718045642447,-0.06675091872459042,-0.44190865889328645,-0.14115312874319663,-0.5166214284527413,-0.39784886015639775,B_cells
16,0.04489674686126967,-0.3722672004424502,-0.6563285771905583,0.6938360744955986,0.6023980524198979,0.04644155554991609,0.20880188349247214,-0.4732720059474289,0.1437035345334212,B_cells
17,-0.1781644351417351,0.3763069455468085,-1.1012109087246151,-1.1400117449762577,-0.7718767062612141,-0.1920939900576799,2.7818542317361468,-0.49225007831952367,0.6391358681981917,B_cells
18,0.25307044758800673,1.9696210403715462,0.9545591226586414,-0.9809414549718423,-0.09216536978907176,2.9104248909418904,0.8253593776025203,-1.0176644009479803,1.886291240184893,Other
19,-1.0086698602306103,0.5305636686986085,-0.8513714207850357,-1.5094038010424924,-1.0837647095517995,-0.049410752813881,3.0941847472309023,-0.4407721867990124,-0.2483252909819616,B_cells
20,-0.3169108205019839,-0.5081355103413718,-0.2893937978810323,0.8138609389770476,0.39340162412969915,-0.04256222008019038,-0.034288507655090304,-0.2957062257857611,-0.5330957269923234,B_cells
21,-0.3492802173604327,-0.5950451250708387,-1.0046614912579916,0.6405488842817902,-0.5040279866474056,-0.8545543151240935,-0.575497385682784,-0.5556136283840787,-0.8072298840806473,B_cells
22,-0.8098478687796505,-0.09317093189561092,-0.5433001887594909,0.37684228283064264,0.08104857178020687,-0.3943900418447103,-0.03234304688496127,-0.28890164485675685,-0.5483510017814143,B_cells
23,0.3614180200693876,-0.0321146663160431,0.09622980799570913,0.47759845582811594,0.3275424622925625,-0.18422257165057543,2.988533374095813,-0.5116575947514455,-0.10974599696161716,B_cells
24,-0.47040535000977607,-0.6139442109757722,-0.28840455411525623,0.6180720571601526,0.858508606168049,-0.28607113077386326,-0.7103244237965177,-0.5798245197375342,-0.7498164763943889,B_cells
25,-0.7045089994641718,-0.26673212645637484,-0.5919188217077763,0.943431062750706,0.9531410245131651,-0.20401676633302765,-0.7780914652085157,-0.39875785299601657,0.0668916719844866,B_cells
26,-0.15696503951158838,-0.1401397085342922,-0.36402265380186594,0.7049166376257681,0.830511186478289,-0.5321119750110153,-0.11311547261392069,-0.7195658259566509,-0.016145140097705346,B_cells
